,Order Id,Product,Quantity Ordered,Price Each,Order Data,Purchase Address
296,296,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
297,297,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
298,298,Wired Headphones,1,"[11.99, 26]",NA,NA
299,299,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
300,300,iPhone,1,"[700, 10]",NA,NA
301,301,ThinkPad Laptop,1,"[999.99, 6]",NA,NA
302,302,Apple Airpods Headphones,1,"[150, 22]",NA,NA
303,303,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
304,304,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
305,305,Flatscreen TV,1,"[300, 7]",NA,NA
306,306,Wired Headphones,1,"[11.99, 26]",NA,NA
307,307,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
308,308,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
309,309,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
310,310,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
311,311,Wired Headphones,1,"[11.99, 26]",NA,NA
312,312,Google Phone,1,"[600, 8]",NA,NA
313,313,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
314,314,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
315,315,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
316,316,Apple Airpods Headphones,1,"[150, 22]",NA,NA
317,317,Apple Airpods Headphones,1,"[150, 22]",NA,NA
318,318,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
319,319,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
320,320,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
321,321,LG Dryer,1,"[600.0, 1]",NA,NA
322,322,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
323,323,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
324,324,Wired Headphones,1,"[11.99, 26]",NA,NA
325,325,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
326,326,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
327,327,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
328,328,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
329,329,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
330,330,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
331,331,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
332,332,27in FHD Monitor,1,"[149.99, 11]",NA,NA
333,333,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
334,334,20in Monitor,1,"[109.99, 6]",NA,NA
335,335,Flatscreen TV,1,"[300, 7]",NA,NA
336,336,Apple Airpods Headphones,1,"[150, 22]",NA,NA
337,337,27in FHD Monitor,1,"[149.99, 11]",NA,NA
338,338,20in Monitor,1,"[109.99, 6]",NA,NA
339,339,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
340,340,Wired Headphones,1,"[11.99, 26]",NA,NA
341,341,iPhone,1,"[700, 10]",NA,NA
342,342,Wired Headphones,1,"[11.99, 26]",NA,NA
343,343,Flatscreen TV,1,"[300, 7]",NA,NA
344,344,20in Monitor,1,"[109.99, 6]",NA,NA
345,345,20in Monitor,1,"[109.99, 6]",NA,NA
346,346,Apple Airpods Headphones,1,"[150, 22]",NA,NA
347,347,Flatscreen TV,1,"[300, 7]",NA,NA
348,348,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
349,349,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
350,350,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
351,351,Flatscreen TV,1,"[300, 7]",NA,NA
352,352,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
353,353,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
354,354,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
355,355,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
356,356,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
357,357,20in Monitor,1,"[109.99, 6]",NA,NA
358,358,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
359,359,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
360,360,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
361,361,Wired Headphones,1,"[11.99, 26]",NA,NA
362,362,Wired Headphones,1,"[11.99, 26]",NA,NA
363,363,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
364,364,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
365,365,iPhone,1,"[700, 10]",NA,NA
366,366,Apple Airpods Headphones,1,"[150, 22]",NA,NA
367,367,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
368,368,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
369,369,Apple Airpods Headphones,1,"[150, 22]",NA,NA
370,370,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
371,371,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
372,372,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
373,373,Apple Airpods Headphones,1,"[150, 22]",NA,NA
374,374,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
375,375,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
376,376,Wired Headphones,1,"[11.99, 26]",NA,NA
377,377,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
378,378,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
379,379,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
380,380,iPhone,1,"[700, 10]",NA,NA
381,381,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
382,382,Google Phone,1,"[600, 8]",NA,NA
383,383,Wired Headphones,1,"[11.99, 26]",NA,NA
384,384,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
385,385,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
386,386,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
387,387,20in Monitor,1,"[109.99, 6]",NA,NA
388,388,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
389,389,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
390,390,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
391,391,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
392,392,Wired Headphones,1,"[11.99, 26]",NA,NA
393,393,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
394,394,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
395,395,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
396,396,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
397,397,Apple Airpods Headphones,1,"[150, 22]",NA,NA
398,398,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
399,399,AA Batteries (4-pack),1,"[3.84, 30]",NA,NA
400,400,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
401,401,Wired Headphones,1,"[11.99, 26]",NA,NA
402,402,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
403,403,Google Phone,1,"[600, 8]",NA,NA
404,404,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
405,405,Bose SoundSport Headphones,1,"[99.99, 19]",NA,NA
406,406,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
407,407,Apple Airpods Headphones,1,"[150, 22]",NA,NA
408,408,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
409,409,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
410,410,Wired Headphones,1,"[11.99, 26]",NA,NA
411,411,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
412,412,Flatscreen TV,1,"[300, 7]",NA,NA
413,413,Wired Headphones,1,"[11.99, 26]",NA,NA
414,414,Apple Airpods Headphones,1,"[150, 22]",NA,NA
415,415,27in 4K Gaming Monitor,1,"[389.99, 9]",NA,NA
416,416,34in Ultrawide Monitor,1,"[379.99, 9]",NA,NA
417,417,Wired Headphones,1,"[11.99, 26]",NA,NA
418,418,Google Phone,1,"[600, 8]",NA,NA
419,419,Macbook Pro Laptop,1,"[1700, 7]",NA,NA
420,420,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
421,421,Wired Headphones,1,"[11.99, 26]",NA,NA
422,422,USB-C Charging Cable,1,"[11.95, 30]",NA,NA
423,423,Apple Airpods Headphones,1,"[150, 22]",NA,NA
424,424,Lightning Charging Cable,1,"[14.95, 30]",NA,NA
425,425,Vareebadd Phone,1,"[400, 3]",NA,NA
426,426,AAA Batteries (4-pack),1,"[2.99, 30]",NA,NA
